"","eta_true","pre_mpm_eta","pre_mpm_eta","pre_mpm_eta","pre_mpm_eta","pre_mpm_eta","pre_mpm_eta","pre_mpm_eta","pre_mpm_eta","pre_mpm_eta","pre_mpm_eta","pre_mpm_eta","pre_mpm_eta","pre_mpm_eta","pre_mpm_eta","pre_mpm_eta","pre_mpm_eta","pre_mpm_eta","pre_mpm_eta","pre_mpm_eta","pre_mpm_eta","pre_mpm_eta","pre_mpm_eta","pre_mpm_eta","pre_mpm_eta","pre_mpm_eta","pre_mpm_eta","pre_mpm_eta","pre_mpm_eta","pre_mpm_eta","pre_mpm_eta"
"1",2.38585416346323,1,1,0.874425114977005,0.999200159968006,0.982203559288142,0.638472305538892,0.991001799640072,0.999600079984003,0.605278944211158,0.996400719856029,1,0.999600079984003,0.955208958208358,0.999800039992002,1,0.677064587082583,1,0.998000399920016,0.932613477304539,1,0.945610877824435,0.998000399920016,0.999200159968006,0.998000399920016,0.989002199560088,1,0.602679464107179,1,0.714057188562288,1
"2",2.19155330047943,0.99880023995201,0.978204359128174,0.992801439712058,0.96620675864827,1,0.510897820435913,1,1,1,0.998400319936013,0.932813437312538,0.989002199560088,0.918616276744651,0.857828434313137,0.890821835632873,0.950209958008398,0.994001199760048,0.997800439912018,0.945410917816437,0.978204359128174,0.98620275944811,0.929814037192562,0.999800039992002,0.856828634273145,0.999400119976005,1,0.996400719856029,1,0.629074185162967,0.999600079984003
"3",2.43612512904219,0.982603479304139,0.993401319736053,0.90121975604879,0.938612277544491,0.95880823835233,0.991001799640072,0.967006598680264,0.784443111377724,1,0.937012597480504,1,1,0.966406718656269,0.998600279944011,1,0.776044791041792,0.786842631473705,0.996800639872026,0.837432513497301,0.964807038592282,0.877824435112977,1,0.853629274145171,0.983403319336133,0.979204159168166,0.795240951809638,0.925614877024595,0.999400119976005,0.986402719456109,0.887822435512897
"4",0,0.987002599480104,0.833633273345331,0.767646470705859,0.889422115576885,0.946010797840432,0.512697460507898,0.982603479304139,0.952009598080384,0.462107578484303,0.775244951009798,0.701859628074385,0.871825634873025,0.94621075784843,0.93121375724855,0.681663667266547,0.669666066786643,0.989602079584083,0.710257948410318,0.745250949810038,0.992801439712058,0.744251149770046,0.619476104779044,0.664867026594681,0.899820035992801,0.804239152169566,0.997400519896021,0.888222355528894,0.796640671865627,0.715456908618276,0.996400719856029
"5",0,0.984603079384123,0.884223155368926,0.958208358328334,0.965806838632274,0.996400719856029,0.994601079784043,0.65746850629874,0.99880023995201,0.65126974605079,0.899020195960808,0.860627874425115,0.976804639072186,1,0.674465106978604,1,0.909018196360728,0.999000199960008,0.977404519096181,0.941411717656469,0.987002599480104,0.632673465306939,0.95880823835233,1,0.973005398920216,0.875024995001,0.99620075984803,0.537692461507698,0.993601279744051,0.5874825034993,0.998000399920016
"6",0,1,0.909618076384723,1,0.999200159968006,1,0.568886222755449,0.896820635872825,0.933613277344531,0.957008598280344,0.969806038792242,0.981603679264147,0.995600879824035,0.993601279744051,0.959808038392322,0.960807838432314,0.833433313337333,0.994001199760048,0.932813437312538,0.987802439512098,0.924015196960608,0.999800039992002,0.868626274745051,1,0.995800839832034,0.970405918816237,0.997600479904019,1,0.970605878824235,0.992601479704059,0.803239352129574
"7",0,0.75124975004999,0.839232153569286,0.657068586282743,0.875224955008998,0.686462707458508,0.535092981403719,0.729054189162168,0.851429714057189,0.978204359128174,0.82003599280144,0.810237952409518,0.845830833833233,0.956808638272346,0.689062187562487,0.857828434313137,0.591081783643271,0.605278944211158,0.970405918816237,0.689062187562487,0.732053589282144,0.785242951409718,0.98880223955209,0.638672265546891,0.584283143371326,0.962207558488302,0.777044591081784,0.565086982603479,0.652269546090782,0.641471705658868,0.766646670665867
"8",1.89722044873051,1,0.7750449910018,1,0.999600079984003,1,1,0.990401919616077,0.998400319936013,0.727254549090182,0.926614677064587,0.815836832633473,0.999000199960008,1,0.996800639872026,0.98620275944811,0.992001599680064,0.997200559888022,0.938612277544491,0.994001199760048,0.999600079984003,0.723055388922216,0.998400319936013,0.920415916816637,0.999800039992002,0.991801639672066,0.996000799840032,0.997400519896021,0.942811437712457,0.998200359928014,1
"9",2.37414601659402,1,0.997600479904019,0.999800039992002,0.999400119976005,0.997400519896021,1,0.999800039992002,0.999800039992002,0.99380123975205,1,0.979004199160168,1,1,0.846430713857229,1,1,0.993201359728054,0.999600079984003,0.99880023995201,1,0.98500299940012,1,1,1,0.815636872625475,1,0.933613277344531,1,0.998400319936013,1
"10",2.27669585072435,0.997800439912018,0.999600079984003,1,1,1,1,1,1,0.999200159968006,0.999800039992002,1,0.98620275944811,0.998600279944011,1,1,0.995200959808038,0.999800039992002,1,1,0.934613077384523,1,0.932613477304539,1,0.99880023995201,1,0.997200559888022,0.96380723855229,1,1,0.986002799440112
"11",0,0.619876024795041,0.716656668666267,0.741451709658068,0.694461107778444,0.579284143171366,0.66126774645071,0.582683463307339,0.611877624475105,0.929614077184563,0.673065386922616,0.635272945410918,0.665266946610678,0.811437712457509,0.578284343131374,0.697260547890422,0.711457708458308,0.594281143771246,0.629274145170966,0.640671865626875,0.586482703459308,0.724055188962208,0.991601679664067,0.739452109578084,0.854629074185163,0.50249950009998,0.82003599280144,0.63247350529894,0.844431113777245,0.636072785442911,0.672665466906619
"12",0,0.998200359928014,0.998000399920016,0.996800639872026,1,0.999600079984003,0.965806838632274,0.984803039392122,0.997000599880024,0.65626874625075,0.995200959808038,0.937812437512498,0.981403719256149,0.998600279944011,0.901019796040792,0.863827234553089,0.999400119976005,0.856828634273145,0.992801439712058,0.648670265946811,0.959808038392322,0.935812837432514,0.814037192561488,0.998200359928014,0.994801039792042,0.60627874425115,0.72625474905019,0.987802439512098,0.997800439912018,0.911617676464707,0.997600479904019
"13",0,1,1,0.86002799440112,0.998400319936013,1,1,0.982603479304139,0.986602679464107,0.989002199560088,0.945210957808438,0.97620475904819,0.996800639872026,1,0.828834233153369,0.999600079984003,0.99380123975205,1,0.995800839832034,0.974805038992202,0.969206158768246,0.545690861827634,1,0.997600479904019,0.996400719856029,0.992801439712058,1,0.978604279144171,0.855828834233153,0.657068586282743,0.991601679664067
"14",0,1,0.986002799440112,1,1,0.954609078184363,0.704259148170366,0.973405318936213,1,0.956008798240352,0.994001199760048,0.98620275944811,0.996600679864027,0.951609678064387,0.998600279944011,0.999600079984003,0.998400319936013,0.992201559688062,0.995800839832034,0.99620075984803,0.899220155968806,0.961607678464307,0.992001599680064,1,0.999800039992002,0.98620275944811,0.916616676664667,0.994201159768046,0.996800639872026,0.994801039792042,0.630273945210958
"15",0,0.745850829834033,0.828834233153369,0.649470105978804,0.854829034193161,0.529494101179764,0.744851029794041,0.791841631673665,0.748050389922016,0.959608078384323,0.63127374525095,0.623475304939012,0.693061387722456,0.810437912417517,0.585082983403319,0.862427514497101,0.634273145370926,0.569086182763447,0.607078584283143,0.621675664867027,0.633473305338932,0.571685662867427,0.732653469306139,0.631073785242951,0.663467306538692,0.74005198960208,0.694461107778444,0.783043391321736,0.704659068186363,0.519496100779844,0.547090581883623
"16",2.07746977468487,1,0.998000399920016,1,1,1,1,0.996800639872026,0.994401119776045,0.887422515496901,0.999800039992002,0.997400519896021,1,0.999600079984003,1,1,0.984803039392122,1,1,0.963207358528294,0.994201159768046,0.999000199960008,0.998600279944011,1,1,0.992401519696061,0.999400119976005,1,0.999400119976005,0.995800839832034,0.99880023995201
