"","main","clark","stage","age","gender"
"EBF2",-0.0084,0,0,0,0
"KCTD16",-0.0463,0,0,0,0
"OR11A1",0.0074,-2e-04,0,0,0
"RSU1P2",-0.0809,0,0,0,0
"AVP",-0.0844,0,0,0,1e-04
"TTC28-AS1",-0.001,-4e-04,0,0,0
"LOC105379569",0.089,-1e-04,0,0,0
"MTE",0,-9e-04,0,0,0
"CNTN2",-0.0032,0,0,0,0
"PTH",-0.1147,1e-04,0,0,0
"CLDN16",-0.0023,0,0,0,0
"KCNA6",-0.0011,0,0,0,0
"NPR1",-1e-04,0,0,0,0
"TDRG1",0.0594,3e-04,0,0,0
"VMCM",-0.001,0,0,0,0
"KIAA0960",-8e-04,0,0,0,0
"OR51A7",-0.3563,0,0,0,0
"CDK14",-4e-04,0,0,0,0
"KBF2",-9e-04,0,0,0,0
"GABRD",-0.0024,0,0,0,0
"LOC105371602",-3e-04,0,0,0,0
"ELAVL4",-0.0029,0,0,-0.0019,0
"LOC100240735",-0.0235,0,0,0,0
"KLRC4",-0.0038,0,0,0,0
"MEOX1",2e-04,0,0,0,0
"OR8I2",-0.4343,-4e-04,0,0,4e-04
"GH1",-0.0161,0,-0.0098,0,0
"CNTRL",-4e-04,0,0,0,0
"STAMBPL1",-6e-04,0,0,0,0
"PRO2543",0.0018,0,0,0,0
"KCNK10",0.0086,0,0,0,0
"CRYAA",-0.0153,0,0,0,0
"C9orf101",-0.0013,0,0,0,0
"H2A",-0.0044,-1e-04,0,0,0
"LOC116000",-0.0172,0,0,0,0
"UPK2",0.0018,-0.191,0,0,0
"NDST3",-0.0011,0,0,0,0
"CNKSR2",-0.0037,0,0,0,0
"SMC3",-2e-04,0,0,0,0
"LOC116242",6e-04,0,0,0,0
"RYBP",-3e-04,0,0,0,0
"SLC24A3",8e-04,0,0,0,0
"LMNB1",-2e-04,0,0,0,0
"SMC4",-1e-04,0,0,0,0
"MYL3",-0.0825,0,-0.0021,0,0
"ZNF586",-0.0047,0,0,0,0
"KCNG4",0.0091,0,0,0,0
"ZEB1",-3e-04,0,0,0,0
"GREM2",0.0012,0,-2e-04,-1e-04,-2e-04
"PHIP",-3e-04,0,0,0,0
"IGCD1",-0.0053,0,0,0,0
"PLCXD2",-0.0032,0,0,0,0
"PDZRN4",-0.0045,0,0,0,0
"TMEM159",0.001,0,0,0,0
"LOC116359",1e-04,0,0,0,0
"ZNF804B",-0.0422,0,0,0,0
"LOC144129",-2e-04,0,0,0,0
"HBD",-0.021,0,0,0,0
"TMEM233",-2e-04,0,0,0,0
"SHOC2",-6e-04,0,0,0,0
"ZFP62",-0.0015,0,0,0,0
"INPP5K",4e-04,0,0,0,0
"LOC100133184",-0.0031,3e-04,0,0,0
"LOC100132018",-0.0014,0,0,0,0
"LGI2",-7e-04,0,0,0,0
"HNRNPA3",-1e-04,0,0,0,0
"LIMS1",-7e-04,0,0,0,0
"POU2F1",-0.0021,0,0,0,0
"HS3ST3B1",-0.0036,0,0,0,0
"LOC100506644",-8e-04,0,0,0,0
"ELOVL1",2e-04,0,0,0,0
"LOC92224",-0.0041,0,0,0,0
"DNLC2B",-0.0394,0,0,0,0
"SNORA45B",0.0132,0,0,0,0
"CWC27",-0.0012,0,0,0,0
"DNASE1L1",6e-04,0,0,0,0
"PRMT8",-0.0474,0,0,0,0
"TNFAIP1",5e-04,0,0,0,0
"RBMX",-2e-04,0,0,0,0
"LBR",-3e-04,0,0,0,0
"LOC100128288",-0.0053,0,0,0,0
