"","main","clark","stage","age","gender"
"LOC100133827",0.0046,0,0,0,0
"PHF2P1",0,0,0,0.1078,0
"C20ORF166-AS1",0,0.3931,0,0,0
"PLCD3",0.0024,0,0,0,0
"S100A5",0,0.126,0,0,0
"VPS37B",0.0014,0,0,0,0
"IL1A",0.051,0.048,0,0,0
"ULK3",0.0017,0,0,0,0
"B3GNT3",0.0314,0,0,0,0
"STIM1",0.0014,0,0,0,0
"OR10A7",55.9788,0,0,0,0
"FTO",-0.0021,0,0,0,0
"FDXR",0.0016,0,0,0,0
"DKFZP586C1324",0.0018,0,0,0,0
"UNC13D",0.0018,0,0,0,0
"CXCL8",0.002,0,0,0,0
"PPP2R2C",0.006,0,0,0,0
"TEN1",0.004,0,0,0,0
"LOC91492",0.0436,0,0,0,0
"INO80C",0.0099,0,0,0,0
"RIN1",0.0021,0,0,0,0
"GSTZ1",0.0026,0,0,0,0
"HCAR2",0.021,0,0,0,0
"FAM83A-AS1",0.2152,0,0,0,0
"FAM83B",0.017,0,0,0,0
"FLJ10043",6e-04,0,0,0,0
"GPR50",1.0577,0,0,0,0
"PSMD9",0.0023,0,0,0,0
"CNDP2",3e-04,0,0,0,0
"LRFN4",0.0018,0,0,0,0
"SLC9A2",0,0.1106,0,0,0
"PARD6G",0.003,0,0,0,0
"BAIAP2",6e-04,0,0,0,0
"PHF23",0.0014,0,0,0,0
"NLRP10",0.1093,0,0,0,0
"DAW1",0,0.2023,0,0,0
"ED4",8e-04,0,0,0,7e-04
"EBR2A",7e-04,0,0,0,0
"ANXA8",0.0016,0,0,0,0
"FLJ20261",0.1848,0,0,0,0
"LOC115830",0.0045,0,0,0,0
"AI3",0.001,0,0,0,0
"MMP3",0.0057,0,0,0,0
"IL20RB",0.005,0,0,0,0
"PERP",2e-04,0,0,0,0
"IMPA2",0.0021,0,0,0,0
"TPRXL",0.0365,0,0,0,0
"ADGRF4",0.0236,0,0,0,0
"DSC3",6e-04,0,0,0,0
"DSC2",0.001,0,0,0,0
"CLCA2",0.0011,0,0,0,0
"TACSTD2",0.0011,0,0,0,0
"FERMT1",0.0111,0,0,0,0
"GLTP",9e-04,0,0,0,0
"LOC154189",1e-04,0,0,0,0
"ICR5",0.0049,0,0,0,0
"LOC221232",0.0013,0,0,0,0
"GRHL1",0.0063,0,0,0,0
"LOC200480",0.0027,0,0,0,0.0023
"AP1M2",0.0145,0,0,-0.0114,0
"CC2D1B",0.0014,0,0,0,0
"SLC39A2",0.0172,0,0,0,0
"PTPN4",-0.0125,0,0,0,0
"PTK6",0.0049,0,0,0,0
"FAM83A",0.0048,0,0,0,0.0041
"SDR16C5",0.0099,0,0,0,0.0103
"PITPNM3",0.0157,0,0,0,0
"RNASE7",0.0146,0,0,0,0
"PPP1R14C",0.0051,0,0,0,0
"GPR87",0.0143,0,0,0,0
"PPS",0.0046,0,0,0,0
"IGFL3",0.0565,0,0,0,0
"GJB5",0.0099,0,0,0,0
"ACKR2",0.0315,0,0,0,0
"POLR2L",6e-04,0,0,0,0
"SDCBP2",0.0077,0,0,0,0.0088
"DSG1",6e-04,0,0,0,0
"TIAF1",0.0025,0,0,0,0
"A2ML1",0.0015,0,0,0,0
"PKP1",3e-04,0,0,0,3e-04
"ANXA8L2",0.0045,0,0,0,0
"OR51B4",0,0,0,-0.3863,0
"GJB2",2e-04,0,0,0,0
"C6ORF132",0.0168,0,0,0,0
"PNPLA1",0.0395,0,0,0,0
"TMPRSS13",0.0028,0,0,0,0
"HAS3",0.0071,0,0,-0.0048,0
"NLC1-C",0,-0.0995,0,0,0
"TMEM45B",0.0132,0,0,0,0
"COMMD4",8e-04,0,0,0,0
"TNS4",0.003,0,0,0,0
